route,stop_distance_km,day_of_week,time_of_day,traffic_condition,weather,special_event,temperature_celsius,delay_minutes,arrival_status
Grove Village Route,3.33,Monday,13.8,High,Clear,None,26.3,8.7,Late
Grove Village Route,6.29,Sunday,9.1,Medium,Clear,None,40.6,9.7,Late
Al Hamra Link,9.53,Wednesday,8.5,Medium,Clear,None,35.1,6.9,Late
Al Hamra Link,9.78,Thursday,21.6,Low,Clear,None,26.5,3.6,On-Time
Grove Village Route,3.14,Sunday,13.0,Low,Clear,None,38.3,4.1,On-Time
RAK City Express,9.8,Wednesday,18.1,High,Clear,None,39.8,13.6,Late
Grove Village Route,4.82,Thursday,7.4,Medium,Clear,None,40.9,3.6,On-Time
Campus Loop,3.39,Monday,21.9,Low,Clear,None,36.9,2.7,On-Time
Grove Village Route,3.43,Sunday,14.9,Medium,Cloudy,None,34.0,7.1,Late
Al Hamra Link,4.71,Sunday,16.5,Medium,Cloudy,None,31.8,6.5,Late
Al Hamra Link,9.42,Saturday,11.0,Medium,Cloudy,None,31.8,8.0,Late
RAK City Express,13.71,Monday,14.1,Medium,Clear,None,33.1,5.8,Late
RAK City Express,9.79,Wednesday,14.6,Medium,Clear,None,24.0,7.8,Late
RAK City Express,8.95,Wednesday,19.5,Medium,Clear,None,30.1,6.4,Late
Grove Village Route,6.86,Monday,7.7,Medium,Rainy,None,37.0,17.5,Late
RAK City Express,11.31,Friday,20.8,Low,Clear,None,26.1,4.1,On-Time
Campus Loop,2.72,Monday,7.6,Medium,Rainy,None,37.9,16.2,Late
Campus Loop,0.51,Sunday,21.7,Low,Clear,University Exam,25.8,8.6,Late
RAK City Express,13.81,Sunday,18.6,High,Cloudy,None,36.4,21.4,Late
Campus Loop,2.33,Tuesday,21.3,Low,Cloudy,None,30.5,3.5,On-Time
RAK City Express,12.79,Saturday,21.3,Low,Cloudy,University Exam,41.6,13.2,Late
Al Hamra Link,5.71,Monday,20.7,Low,Cloudy,Open Day,36.3,8.4,Late
Al Hamra Link,5.61,Sunday,12.4,Medium,Clear,None,28.6,9.0,Late
RAK City Express,13.22,Monday,14.5,Medium,Clear,None,25.0,9.4,Late
Al Hamra Link,8.63,Thursday,21.3,Low,Clear,None,40.8,3.3,On-Time
RAK City Express,7.49,Thursday,9.7,High,Cloudy,University Exam,27.5,20.8,Late
Grove Village Route,5.2,Friday,19.1,Medium,Cloudy,None,25.7,3.6,On-Time
Al Hamra Link,8.54,Saturday,18.2,High,Clear,None,32.9,15.9,Late
RAK City Express,8.4,Friday,9.2,Medium,Clear,None,36.1,8.1,Late
Campus Loop,1.98,Sunday,9.4,High,Foggy,None,34.5,20.3,Late
RAK City Express,10.02,Wednesday,13.3,Medium,Foggy,None,30.1,16.3,Late
Grove Village Route,4.92,Monday,12.6,High,Cloudy,University Exam,25.3,24.0,Late
Campus Loop,2.86,Tuesday,17.2,Medium,Clear,Career Fair,40.8,17.9,Late
Grove Village Route,4.46,Tuesday,9.9,High,Clear,None,24.6,12.0,Late
Campus Loop,1.37,Wednesday,13.8,High,Cloudy,University Exam,29.3,19.8,Late
Al Hamra Link,9.02,Thursday,18.3,High,Clear,None,39.6,12.0,Late
RAK City Express,14.48,Saturday,16.4,Low,Rainy,None,36.6,10.1,Late
Campus Loop,0.7,Monday,17.5,Medium,Clear,None,29.9,9.5,Late
RAK City Express,13.98,Monday,11.9,Medium,Dusty,None,28.3,10.5,Late
Grove Village Route,4.21,Tuesday,7.5,Low,Clear,Open Day,31.1,10.2,Late
Grove Village Route,4.23,Wednesday,21.1,Low,Clear,None,38.1,3.1,On-Time
Grove Village Route,5.62,Saturday,18.2,Medium,Rainy,None,39.3,15.6,Late
Campus Loop,2.44,Monday,20.6,Low,Clear,None,41.3,2.3,On-Time
Campus Loop,3.81,Wednesday,16.8,Medium,Clear,None,31.6,3.9,On-Time
RAK City Express,13.39,Friday,20.5,Low,Clear,None,33.8,7.1,Late
Al Hamra Link,5.43,Tuesday,14.1,Medium,Clear,None,36.1,8.6,Late
Al Hamra Link,7.54,Friday,16.8,Medium,Rainy,None,32.3,14.8,Late
Campus Loop,3.43,Monday,11.4,Medium,Clear,None,33.5,7.2,Late
Al Hamra Link,9.53,Friday,13.8,Medium,Clear,None,32.7,8.0,Late
Grove Village Route,4.69,Sunday,14.0,Medium,Cloudy,Open Day,35.7,11.1,Late
Al Hamra Link,7.62,Sunday,11.9,Medium,Foggy,Sports Match,37.9,21.4,Late
RAK City Express,13.86,Friday,17.9,High,Rainy,None,30.1,29.3,Late
RAK City Express,14.55,Tuesday,8.9,Medium,Clear,None,28.9,7.5,Late
RAK City Express,7.15,Friday,18.4,High,Clear,None,27.0,14.7,Late
Al Hamra Link,8.72,Thursday,7.5,Medium,Cloudy,None,25.3,8.6,Late
RAK City Express,8.89,Monday,11.8,Medium,Clear,None,30.5,5.9,Late
RAK City Express,5.58,Wednesday,12.1,Low,Rainy,None,35.4,9.3,Late
RAK City Express,13.87,Wednesday,21.2,Low,Clear,None,41.5,5.6,Late
Campus Loop,1.47,Sunday,11.7,Medium,Clear,None,32.7,5.8,Late
Campus Loop,0.81,Thursday,11.7,Medium,Dusty,None,31.6,11.8,Late
Grove Village Route,5.41,Thursday,9.0,High,Clear,None,24.6,11.0,Late
Al Hamra Link,5.59,Thursday,10.3,Low,Dusty,None,28.4,8.4,Late
Al Hamra Link,6.5,Sunday,13.2,Medium,Clear,Open Day,28.3,17.4,Late
Al Hamra Link,9.33,Sunday,9.4,High,Clear,None,24.7,16.7,Late
Campus Loop,2.6,Monday,21.1,Low,Clear,None,29.7,3.9,On-Time
Campus Loop,3.43,Friday,18.0,High,Rainy,None,26.8,25.3,Late
RAK City Express,7.96,Tuesday,11.2,Medium,Clear,None,39.3,7.0,Late
Grove Village Route,6.41,Saturday,18.9,High,Clear,None,31.1,14.3,Late
Grove Village Route,4.21,Saturday,16.6,Low,Clear,None,31.7,1.5,On-Time
Campus Loop,3.82,Friday,7.3,Medium,Clear,None,24.7,4.9,On-Time
RAK City Express,12.88,Sunday,20.0,Medium,Clear,None,40.5,8.8,Late
Grove Village Route,3.5,Saturday,15.3,Medium,Clear,None,36.4,5.0,On-Time
Campus Loop,3.79,Sunday,12.3,Medium,Clear,Career Fair,32.3,8.6,Late
Campus Loop,0.88,Thursday,21.0,Low,Clear,None,26.2,2.0,On-Time
Al Hamra Link,5.46,Tuesday,17.8,High,Cloudy,None,41.7,11.5,Late
RAK City Express,14.58,Sunday,10.7,Medium,Clear,None,41.1,7.7,Late
Al Hamra Link,9.92,Friday,15.0,Medium,Clear,None,42.0,5.7,Late
Al Hamra Link,9.39,Thursday,18.6,High,Clear,None,34.4,16.5,Late
Al Hamra Link,6.49,Sunday,11.7,Medium,Clear,None,29.6,6.2,Late
Campus Loop,1.09,Saturday,7.1,Medium,Cloudy,None,35.3,5.9,Late
Grove Village Route,3.94,Wednesday,21.4,Low,Cloudy,None,27.0,3.6,On-Time
Al Hamra Link,6.6,Friday,10.6,Medium,Clear,None,41.5,6.5,Late
Campus Loop,0.88,Wednesday,13.0,Medium,Clear,Open Day,26.4,10.7,Late
Grove Village Route,4.75,Sunday,12.8,Medium,Clear,None,28.0,4.0,On-Time
Al Hamra Link,5.49,Saturday,19.8,Medium,Clear,None,36.6,7.0,Late
Grove Village Route,3.66,Saturday,16.9,Medium,Clear,None,30.5,4.6,On-Time
Al Hamra Link,5.84,Thursday,19.8,Medium,Dusty,None,32.4,10.1,Late
RAK City Express,8.74,Monday,8.1,High,Foggy,Career Fair,28.1,33.4,Late
RAK City Express,7.86,Friday,17.5,Medium,Clear,Career Fair,31.2,16.0,Late
Grove Village Route,6.77,Monday,10.7,Medium,Cloudy,Career Fair,41.1,10.4,Late
Al Hamra Link,9.44,Friday,19.3,Low,Rainy,None,39.1,16.4,Late
RAK City Express,5.41,Friday,13.6,High,Clear,None,28.9,13.4,Late
Grove Village Route,5.96,Tuesday,13.6,Medium,Cloudy,None,39.6,5.2,Late
Campus Loop,1.03,Thursday,14.3,Low,Cloudy,None,27.8,4.2,On-Time
Al Hamra Link,8.8,Saturday,9.5,High,Clear,None,28.2,21.8,Late
Grove Village Route,5.53,Saturday,14.6,Medium,Clear,None,33.9,8.1,Late
Al Hamra Link,5.91,Saturday,14.9,Medium,Clear,None,24.3,3.6,On-Time
RAK City Express,10.29,Monday,11.1,Medium,Cloudy,None,33.5,8.5,Late
RAK City Express,10.44,Sunday,8.3,High,Clear,None,38.7,20.3,Late
RAK City Express,8.86,Thursday,11.0,Low,Clear,None,30.4,3.6,On-Time
RAK City Express,14.43,Monday,16.8,Medium,Cloudy,None,36.9,9.4,Late
RAK City Express,7.14,Saturday,7.0,Low,Dusty,None,36.5,5.9,Late
Grove Village Route,2.68,Monday,19.1,Medium,Clear,None,24.6,8.4,Late
Al Hamra Link,4.64,Sunday,7.7,Low,Clear,None,30.5,2.4,On-Time
Al Hamra Link,7.2,Wednesday,9.8,High,Clear,None,37.0,19.4,Late
Grove Village Route,6.19,Thursday,15.3,Medium,Clear,None,26.2,8.4,Late
Grove Village Route,4.82,Wednesday,8.1,High,Clear,University Exam,36.5,15.3,Late
Al Hamra Link,5.02,Wednesday,14.8,Medium,Cloudy,Career Fair,25.6,9.7,Late
Al Hamra Link,8.38,Friday,19.0,Medium,Clear,None,30.2,8.2,Late
RAK City Express,6.18,Wednesday,20.3,Low,Clear,None,32.0,4.2,On-Time
RAK City Express,5.67,Monday,18.5,Medium,Clear,None,40.2,11.6,Late
RAK City Express,11.82,Wednesday,9.3,High,Clear,None,28.5,18.8,Late
Grove Village Route,5.81,Monday,12.6,Medium,Clear,None,40.9,5.5,Late
Al Hamra Link,9.01,Monday,20.7,Low,Clear,None,35.2,4.1,On-Time
Grove Village Route,6.81,Sunday,10.6,Low,Cloudy,None,27.3,2.9,On-Time
RAK City Express,5.19,Monday,15.2,Medium,Clear,None,32.3,8.6,Late
Al Hamra Link,7.72,Wednesday,8.3,High,Cloudy,Career Fair,29.1,29.1,Late
Al Hamra Link,7.45,Tuesday,12.9,Medium,Clear,None,26.4,8.7,Late
RAK City Express,7.94,Sunday,9.6,High,Clear,Career Fair,39.0,23.8,Late
RAK City Express,13.93,Tuesday,16.0,Medium,Clear,None,24.1,5.7,Late
Campus Loop,0.94,Wednesday,20.0,Medium,Clear,None,30.7,3.4,On-Time
RAK City Express,9.57,Friday,16.9,Low,Clear,None,32.1,5.8,Late
RAK City Express,14.67,Tuesday,11.5,Low,Clear,University Exam,24.5,15.9,Late
RAK City Express,8.06,Tuesday,12.2,Medium,Clear,None,26.2,6.9,Late
RAK City Express,8.45,Monday,15.0,Medium,Clear,None,38.8,8.0,Late
RAK City Express,13.37,Tuesday,16.9,Medium,Clear,Sports Match,38.7,11.1,Late
Grove Village Route,6.6,Monday,7.2,Medium,Foggy,None,38.6,11.3,Late
Grove Village Route,4.39,Tuesday,11.1,Medium,Clear,None,41.4,6.2,Late
Al Hamra Link,9.51,Wednesday,21.7,Low,Dusty,None,34.9,8.1,Late
Grove Village Route,2.96,Saturday,14.4,Low,Clear,None,24.4,3.0,On-Time
Grove Village Route,2.89,Wednesday,13.8,Medium,Clear,None,30.5,4.7,On-Time
Al Hamra Link,9.04,Saturday,13.8,Medium,Clear,None,35.9,7.2,Late
Al Hamra Link,4.36,Tuesday,17.3,Medium,Clear,None,41.7,9.2,Late
Campus Loop,1.08,Sunday,12.1,Medium,Dusty,None,39.1,11.0,Late
RAK City Express,6.3,Wednesday,15.2,Low,Clear,None,41.9,3.6,On-Time
RAK City Express,8.62,Sunday,7.0,Medium,Clear,Career Fair,27.8,16.6,Late
Grove Village Route,5.62,Saturday,7.1,Medium,Clear,None,34.9,9.7,Late
RAK City Express,14.03,Saturday,19.1,Low,Clear,None,41.3,5.0,On-Time
Al Hamra Link,7.45,Thursday,9.0,High,Clear,None,28.8,19.5,Late
Al Hamra Link,5.45,Monday,7.5,Low,Dusty,None,33.0,7.0,Late
Campus Loop,0.61,Wednesday,14.8,Medium,Clear,None,24.2,3.9,On-Time
Al Hamra Link,9.68,Friday,18.6,High,Clear,None,35.3,19.6,Late
Grove Village Route,2.25,Monday,19.8,Medium,Cloudy,None,35.9,7.1,Late
Al Hamra Link,5.25,Wednesday,9.1,High,Clear,None,37.4,13.3,Late
RAK City Express,9.54,Saturday,10.6,Medium,Dusty,Sports Match,24.7,17.2,Late
Al Hamra Link,7.94,Wednesday,8.3,High,Rainy,None,32.2,26.1,Late
RAK City Express,7.54,Sunday,14.0,Medium,Clear,None,24.1,6.8,Late
RAK City Express,11.9,Sunday,12.6,Medium,Clear,None,26.1,10.2,Late
Al Hamra Link,4.45,Friday,21.1,Low,Clear,University Exam,31.7,8.3,Late
RAK City Express,5.27,Thursday,20.3,Low,Clear,None,31.9,3.2,On-Time
RAK City Express,7.07,Friday,9.2,High,Clear,None,34.7,17.7,Late
Al Hamra Link,5.05,Saturday,16.3,Medium,Clear,None,25.0,4.2,On-Time
Campus Loop,2.41,Friday,18.2,Medium,Clear,None,38.4,9.4,Late
Grove Village Route,5.31,Sunday,20.3,Low,Clear,None,32.6,4.1,On-Time
Al Hamra Link,9.49,Thursday,16.2,Low,Rainy,None,35.3,10.3,Late
Grove Village Route,6.68,Wednesday,12.7,Medium,Cloudy,None,37.7,4.6,On-Time
RAK City Express,14.09,Saturday,14.4,Medium,Cloudy,None,28.4,10.4,Late
Grove Village Route,4.48,Monday,20.5,Low,Cloudy,University Exam,36.4,9.3,Late
RAK City Express,6.57,Monday,7.5,Low,Dusty,Career Fair,37.1,9.6,Late
Grove Village Route,6.23,Saturday,14.1,Medium,Rainy,Career Fair,33.9,24.6,Late
Grove Village Route,4.58,Friday,21.7,Low,Clear,None,25.2,3.3,On-Time
Grove Village Route,4.53,Wednesday,7.4,Low,Clear,None,38.5,4.2,On-Time
RAK City Express,5.19,Wednesday,7.4,Medium,Clear,None,34.4,5.8,Late
RAK City Express,5.39,Thursday,8.7,High,Cloudy,None,34.7,13.0,Late
Grove Village Route,2.04,Tuesday,12.8,Medium,Clear,None,26.0,4.3,On-Time
Grove Village Route,5.65,Saturday,8.7,High,Rainy,None,32.2,26.5,Late
Campus Loop,1.3,Tuesday,7.1,Medium,Clear,None,26.8,8.5,Late
Campus Loop,2.86,Tuesday,17.5,High,Dusty,None,27.5,23.7,Late
RAK City Express,6.51,Tuesday,15.1,Low,Rainy,None,32.6,11.2,Late
Grove Village Route,2.64,Friday,14.5,Medium,Clear,None,34.5,5.2,Late
RAK City Express,9.77,Monday,12.1,High,Clear,None,37.6,12.4,Late
Grove Village Route,4.01,Monday,17.9,High,Clear,None,30.3,17.4,Late
RAK City Express,14.27,Wednesday,16.2,Medium,Rainy,Career Fair,27.4,25.8,Late
RAK City Express,8.79,Saturday,7.0,Medium,Cloudy,None,35.3,8.6,Late
Campus Loop,1.37,Tuesday,10.3,Medium,Clear,None,36.0,3.2,On-Time
RAK City Express,11.5,Saturday,19.2,Medium,Clear,None,36.9,8.2,Late
Grove Village Route,5.68,Monday,21.5,Low,Clear,None,26.9,2.1,On-Time
Grove Village Route,5.64,Saturday,18.6,High,Clear,University Exam,29.3,20.3,Late
RAK City Express,6.33,Monday,14.2,Low,Clear,None,33.7,1.7,On-Time
Campus Loop,1.41,Sunday,9.3,High,Clear,Sports Match,36.3,22.2,Late
RAK City Express,7.97,Saturday,15.4,Medium,Dusty,None,34.3,10.5,Late
Campus Loop,3.96,Tuesday,8.2,High,Clear,None,41.7,18.1,Late
Campus Loop,3.79,Monday,14.0,Medium,Clear,None,33.5,5.4,Late
Grove Village Route,5.06,Thursday,18.7,High,Clear,None,39.8,16.6,Late
Grove Village Route,5.68,Tuesday,19.4,Low,Clear,None,38.6,2.6,On-Time
Al Hamra Link,6.25,Wednesday,16.1,Medium,Clear,None,37.7,8.9,Late
Al Hamra Link,8.46,Tuesday,15.9,Low,Clear,None,25.6,3.5,On-Time
Al Hamra Link,8.45,Wednesday,17.1,High,Dusty,None,41.8,20.2,Late
Campus Loop,2.93,Tuesday,20.1,Low,Cloudy,None,25.1,4.4,On-Time
Campus Loop,0.73,Wednesday,8.4,High,Dusty,None,28.7,23.8,Late
Al Hamra Link,8.61,Friday,7.4,Medium,Clear,None,25.9,5.2,Late
Campus Loop,3.16,Wednesday,20.6,Low,Foggy,None,32.2,8.3,Late
RAK City Express,6.34,Thursday,10.9,Medium,Clear,None,36.6,10.0,Late
Grove Village Route,4.21,Saturday,7.2,Medium,Clear,None,26.4,3.8,On-Time
Campus Loop,3.99,Tuesday,19.6,Low,Clear,None,39.2,4.0,On-Time
Campus Loop,2.22,Saturday,19.4,Low,Clear,University Exam,30.1,6.0,Late
RAK City Express,10.94,Saturday,16.5,Low,Clear,None,37.2,4.2,On-Time
Campus Loop,0.58,Tuesday,21.1,Low,Cloudy,None,41.9,3.9,On-Time
Grove Village Route,2.32,Tuesday,13.4,Low,Clear,None,40.5,3.7,On-Time
Grove Village Route,5.75,Wednesday,10.8,Medium,Clear,None,36.7,4.1,On-Time
Al Hamra Link,6.61,Thursday,14.5,Low,Cloudy,None,26.5,2.5,On-Time
Campus Loop,1.88,Thursday,13.2,High,Clear,None,27.3,12.5,Late
Campus Loop,3.17,Saturday,15.4,Medium,Dusty,None,34.8,8.7,Late
RAK City Express,8.97,Tuesday,7.9,Medium,Cloudy,None,40.4,7.3,Late
Campus Loop,2.08,Sunday,15.6,Low,Clear,None,36.7,4.2,On-Time
Grove Village Route,3.0,Monday,8.9,High,Clear,None,31.6,16.7,Late
Grove Village Route,3.95,Monday,15.5,Medium,Clear,Career Fair,40.3,11.4,Late
RAK City Express,5.59,Tuesday,11.6,Medium,Clear,None,29.1,3.3,On-Time
Campus Loop,1.01,Saturday,9.9,High,Clear,None,28.7,19.3,Late
Al Hamra Link,8.48,Wednesday,20.5,Low,Foggy,Sports Match,29.9,13.0,Late
RAK City Express,13.63,Tuesday,21.4,Low,Clear,None,38.6,7.1,Late
Grove Village Route,5.04,Monday,21.3,Medium,Cloudy,None,25.1,8.0,Late
Grove Village Route,3.19,Sunday,10.8,Medium,Dusty,None,42.0,11.3,Late
Grove Village Route,4.05,Sunday,15.2,Low,Clear,None,39.3,2.4,On-Time
Campus Loop,2.28,Sunday,10.0,Medium,Clear,None,31.9,6.4,Late
Al Hamra Link,7.2,Thursday,8.7,High,Clear,None,29.7,20.5,Late
RAK City Express,14.61,Saturday,20.1,Low,Clear,None,30.7,4.4,On-Time
Al Hamra Link,7.78,Thursday,8.4,High,Rainy,Sports Match,24.1,33.5,Late
Grove Village Route,3.25,Thursday,18.9,High,Clear,None,37.4,21.7,Late
Grove Village Route,6.37,Tuesday,11.9,Low,Clear,None,29.5,2.6,On-Time
Grove Village Route,6.87,Sunday,8.1,Medium,Clear,Sports Match,24.0,12.9,Late
Campus Loop,2.67,Wednesday,9.7,High,Clear,None,28.5,18.0,Late
Campus Loop,3.05,Wednesday,11.1,Medium,Clear,None,25.4,3.3,On-Time
Al Hamra Link,5.36,Tuesday,13.1,High,Foggy,None,37.6,22.3,Late
Grove Village Route,2.23,Saturday,18.5,High,Foggy,None,39.5,18.2,Late
Grove Village Route,2.6,Thursday,17.9,High,Cloudy,None,39.0,14.7,Late
Grove Village Route,3.35,Saturday,7.8,Medium,Cloudy,None,34.7,6.3,Late
Campus Loop,2.07,Wednesday,12.4,High,Clear,Open Day,36.1,16.3,Late
Grove Village Route,3.38,Thursday,17.5,High,Rainy,None,35.3,28.4,Late
Grove Village Route,4.85,Monday,9.2,High,Clear,None,26.1,12.3,Late
Campus Loop,1.27,Wednesday,15.0,Low,Clear,None,35.6,0.5,On-Time
RAK City Express,12.3,Tuesday,8.4,High,Clear,None,26.1,16.1,Late
Campus Loop,3.8,Friday,16.4,Medium,Clear,None,35.2,5.6,Late
Al Hamra Link,9.83,Sunday,13.9,High,Clear,None,41.1,13.1,Late
RAK City Express,13.71,Friday,17.2,High,Clear,Sports Match,26.6,20.6,Late
Al Hamra Link,6.75,Monday,18.5,High,Clear,None,38.1,17.7,Late
Grove Village Route,6.6,Friday,15.7,Medium,Cloudy,None,39.9,5.0,On-Time
RAK City Express,11.55,Thursday,21.2,Low,Clear,None,28.6,5.8,Late
RAK City Express,5.25,Thursday,8.7,High,Cloudy,None,27.3,19.6,Late
Campus Loop,1.25,Monday,14.4,Medium,Dusty,None,39.3,9.9,Late
Grove Village Route,4.72,Wednesday,14.9,Low,Clear,None,34.2,4.8,On-Time
Grove Village Route,6.77,Monday,16.9,Low,Clear,None,32.3,2.7,On-Time
RAK City Express,11.35,Thursday,21.5,Medium,Clear,None,25.8,9.2,Late
Campus Loop,0.59,Sunday,9.8,High,Clear,None,28.2,9.9,Late
Grove Village Route,5.41,Sunday,19.1,Medium,Clear,None,37.8,7.0,Late
Grove Village Route,6.09,Sunday,17.9,High,Clear,None,39.7,16.3,Late
Campus Loop,2.0,Tuesday,10.4,Medium,Clear,None,30.0,6.3,Late
Al Hamra Link,9.92,Tuesday,10.1,Medium,Clear,None,25.0,10.5,Late
Al Hamra Link,6.67,Sunday,12.0,Medium,Clear,University Exam,29.4,15.3,Late
Campus Loop,2.1,Thursday,12.1,High,Rainy,None,31.3,26.4,Late
Campus Loop,0.86,Tuesday,16.2,Medium,Clear,None,28.0,6.9,Late
Al Hamra Link,8.68,Thursday,14.9,Medium,Rainy,None,28.4,17.3,Late
Al Hamra Link,8.12,Wednesday,11.2,Medium,Cloudy,Sports Match,25.7,15.6,Late
Al Hamra Link,9.67,Thursday,16.1,Medium,Clear,None,38.3,10.8,Late
Grove Village Route,4.07,Saturday,20.7,Medium,Clear,None,24.9,6.9,Late
Al Hamra Link,6.93,Saturday,21.6,Low,Clear,None,37.1,2.9,On-Time
RAK City Express,7.4,Saturday,15.4,Medium,Cloudy,None,36.7,4.8,On-Time
Al Hamra Link,9.31,Saturday,14.9,Medium,Clear,None,31.0,9.4,Late
Campus Loop,1.54,Tuesday,7.9,Medium,Dusty,None,26.2,7.0,Late
Grove Village Route,2.88,Tuesday,21.2,Medium,Clear,None,39.9,5.6,Late
Al Hamra Link,9.41,Sunday,14.1,Medium,Clear,None,32.1,6.9,Late
Grove Village Route,4.82,Saturday,19.4,Low,Cloudy,None,32.0,1.8,On-Time
Campus Loop,2.87,Wednesday,8.6,High,Clear,None,37.5,16.9,Late
Al Hamra Link,7.67,Sunday,16.2,Low,Cloudy,None,38.3,5.8,Late
Campus Loop,3.56,Thursday,12.9,High,Dusty,None,26.1,19.2,Late
RAK City Express,11.74,Wednesday,15.0,Medium,Cloudy,None,30.7,5.2,Late
Campus Loop,0.8,Wednesday,7.6,Medium,Clear,None,37.9,5.4,Late
RAK City Express,9.21,Thursday,12.3,Medium,Dusty,None,37.5,9.4,Late
Grove Village Route,6.43,Saturday,15.5,Medium,Cloudy,None,34.1,6.1,Late
Campus Loop,0.85,Friday,10.3,Medium,Dusty,None,34.4,8.1,Late
Grove Village Route,6.44,Tuesday,15.6,Medium,Clear,None,25.5,5.8,Late
Campus Loop,1.53,Tuesday,21.2,Low,Clear,None,38.4,3.4,On-Time
Grove Village Route,4.74,Wednesday,7.2,Medium,Cloudy,None,33.4,6.6,Late
Grove Village Route,3.79,Tuesday,17.9,Medium,Cloudy,None,25.5,5.4,Late
Al Hamra Link,9.88,Thursday,17.8,High,Clear,None,27.4,12.3,Late
RAK City Express,10.22,Wednesday,13.8,High,Cloudy,None,38.4,18.0,Late
Campus Loop,3.41,Friday,16.0,Medium,Clear,None,24.3,9.2,Late
Grove Village Route,2.54,Saturday,8.1,High,Clear,None,26.0,17.0,Late
Al Hamra Link,8.49,Tuesday,14.4,Low,Clear,None,30.5,4.0,On-Time
Campus Loop,0.86,Thursday,13.2,Low,Dusty,None,39.2,4.9,On-Time
Campus Loop,1.57,Wednesday,17.3,High,Clear,None,24.1,8.7,Late
Campus Loop,2.49,Wednesday,10.6,Low,Clear,None,39.5,2.9,On-Time
Campus Loop,1.74,Tuesday,16.9,Low,Clear,None,36.6,4.3,On-Time
RAK City Express,14.92,Thursday,20.4,Low,Cloudy,None,25.2,5.2,Late
RAK City Express,5.67,Tuesday,10.2,Low,Clear,Open Day,37.6,8.8,Late
Campus Loop,0.62,Tuesday,17.9,High,Cloudy,None,29.4,11.7,Late
RAK City Express,6.42,Friday,21.7,Low,Clear,None,24.5,3.7,On-Time
Al Hamra Link,4.65,Thursday,16.5,Medium,Cloudy,None,30.1,5.6,Late
RAK City Express,14.78,Sunday,8.7,Medium,Cloudy,None,35.0,12.0,Late
Al Hamra Link,8.78,Monday,8.2,High,Cloudy,Career Fair,42.0,20.8,Late
Campus Loop,1.69,Wednesday,15.0,Low,Clear,None,37.6,1.9,On-Time
Grove Village Route,6.93,Friday,7.7,Medium,Clear,None,24.5,5.8,Late
Grove Village Route,5.66,Sunday,18.6,High,Cloudy,University Exam,26.4,16.3,Late
Campus Loop,1.02,Monday,15.7,Low,Clear,Sports Match,36.2,10.0,Late
RAK City Express,8.97,Sunday,11.5,Medium,Clear,None,33.7,6.9,Late
Al Hamra Link,9.4,Saturday,17.5,High,Cloudy,None,25.3,15.7,Late
Campus Loop,3.01,Sunday,16.4,Medium,Cloudy,None,33.5,6.8,Late
Grove Village Route,2.53,Wednesday,11.6,Medium,Clear,None,35.6,6.9,Late
RAK City Express,9.55,Sunday,13.5,Medium,Clear,None,33.5,7.8,Late
Grove Village Route,6.36,Sunday,18.7,High,Cloudy,None,37.5,17.7,Late
RAK City Express,9.66,Friday,16.3,Medium,Foggy,None,38.8,18.2,Late
Campus Loop,2.03,Sunday,17.7,Medium,Clear,Career Fair,39.1,10.1,Late
Campus Loop,3.62,Tuesday,21.8,Low,Dusty,None,35.8,9.1,Late
Campus Loop,2.0,Thursday,18.1,High,Clear,None,24.5,15.4,Late
RAK City Express,7.23,Tuesday,11.2,Medium,Clear,Open Day,24.5,14.9,Late
Grove Village Route,6.67,Wednesday,15.3,Medium,Foggy,None,38.1,14.5,Late
RAK City Express,11.29,Wednesday,12.9,Medium,Clear,None,33.3,10.6,Late
Al Hamra Link,8.64,Monday,8.3,High,Clear,None,39.1,16.2,Late
Grove Village Route,4.48,Tuesday,12.3,High,Clear,None,25.2,16.6,Late
RAK City Express,14.59,Thursday,17.4,High,Clear,None,36.7,17.5,Late
Campus Loop,3.58,Friday,21.9,Low,Rainy,None,34.1,9.0,Late
Campus Loop,0.54,Wednesday,14.5,Medium,Cloudy,None,33.6,7.7,Late
Al Hamra Link,4.3,Tuesday,20.0,Low,Clear,Career Fair,35.1,11.8,Late
Al Hamra Link,8.2,Friday,18.1,High,Clear,None,37.4,19.9,Late
RAK City Express,13.13,Wednesday,15.2,Medium,Clear,None,39.6,8.7,Late
Grove Village Route,5.42,Sunday,11.7,Medium,Clear,None,31.6,6.6,Late
Grove Village Route,6.57,Saturday,12.3,Low,Dusty,None,36.5,7.5,Late
RAK City Express,7.93,Saturday,7.7,Medium,Cloudy,University Exam,27.7,14.0,Late
RAK City Express,6.15,Thursday,7.3,Medium,Clear,None,37.2,6.9,Late
RAK City Express,6.75,Thursday,15.0,Medium,Cloudy,None,41.0,7.9,Late
Grove Village Route,4.1,Sunday,16.0,Medium,Clear,Career Fair,30.1,17.1,Late
Campus Loop,1.9,Wednesday,15.3,Medium,Foggy,None,41.0,14.9,Late
Grove Village Route,2.06,Wednesday,9.6,High,Cloudy,None,31.1,14.4,Late
Campus Loop,1.38,Monday,20.5,Medium,Clear,Career Fair,30.0,8.8,Late
Al Hamra Link,9.86,Saturday,18.3,High,Clear,None,38.3,13.3,Late
Campus Loop,3.91,Tuesday,14.6,Medium,Foggy,None,39.7,10.6,Late
Grove Village Route,2.27,Thursday,8.9,High,Clear,None,33.8,12.5,Late
